"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101","","A7101","","C610101","","C610104","","C610105","","C610106","","C610107","","C610108","","C610109","","C610110","","C610111","","C610114","","C610115","","C610116","","C610117","","C610118","","C610119","","C610120","","C610121","","C610122","","D2201","","D2209","","I5101",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A7101_世帯数【世帯】","注釈","C610101_売上金額（民営）（農林漁業）【百万円】","注釈","C610104_売上金額（民営）（非農林漁業（公務を除く））【百万円】","注釈","C610105_売上金額（民営）（鉱業、採石業、砂利採取業）【百万円】","注釈","C610106_売上金額（民営）（建設業）【百万円】","注釈","C610107_売上金額（民営）（製造業）【百万円】","注釈","C610108_売上金額（民営）（電気・ガス・熱供給・水道業）【百万円】","注釈","C610109_売上金額（民営）（情報通信業）【百万円】","注釈","C610110_売上金額（民営）（運輸業、郵便業）【百万円】","注釈","C610111_売上金額（民営）（卸売業、小売業）【百万円】","注釈","C610114_売上金額（民営）（金融業、保険業）【百万円】","注釈","C610115_売上金額（民営）（不動産業、物品賃貸業）【百万円】","注釈","C610116_売上金額（民営）（学術研究、専門・技術サービス業）【百万円】","注釈","C610117_売上金額（民営）（宿泊業、飲食サービス業）【百万円】","注釈","C610118_売上金額（民営）（生活関連サービス業、娯楽業）【百万円】","注釈","C610119_売上金額（民営）（教育、学習支援業）【百万円】","注釈","C610120_売上金額（民営）（医療、福祉）【百万円】","注釈","C610121_売上金額（民営）（複合サービス事業）【百万円】","注釈","C610122_売上金額（民営）（サービス業（他に分類されないもの））【百万円】","注釈","D2201_財政力指数（市町村財政）【‐】","注釈","D2209_一般財源（市町村財政）【千円】","注釈","I5101_病院数【施設】","注釈"
"2020100000","2020年度","20204","長野県 岡谷市","","47,790","","19,274","","320","","387,963","","0","","28,634","","166,911","","456","","3,589","","5,330","","122,122","","11,110","","2,412","","4,070","","3,976","","9,972","","936","","13,819","","1,459","","13,167","","0.65","","11,171,023","","3",""
"2020100000","2020年度","20205","長野県 飯田市","","98,164","","38,903","","3,432","","881,432","","94","","101,608","","212,591","","35,365","","5,390","","40,812","","287,498","","58,099","","16,883","","13,053","","12,927","","25,330","","3,704","","45,996","","2,829","","19,253","","0.55","","25,176,621","","6",""
"2020100000","2020年度","20206","長野県 諏訪市","","48,729","","20,776","","447","","525,277","","X","","X","","92,496","","4,823","","9,365","","12,385","","239,708","","32,181","","13,127","","6,868","","12,419","","10,210","","2,295","","42,042","","2,764","","10,398","","0.74","","11,051,477","","3",""
"2020100000","2020年度","20207","長野県 須坂市","","49,559","","18,839","","1,622","","342,650","","478","","21,965","","145,058","","875","","3,725","","20,952","","88,362","","13,739","","2,536","","8,107","","5,012","","3,752","","1,432","","18,313","","1,792","","6,552","","0.58","","11,378,725","","2",""
"2020100000","2020年度","20208","長野県 小諸市","","40,991","","16,831","","1,758","","387,261","","X","","15,063","","160,816","","X","","574","","8,378","","106,749","","35,862","","1,821","","2,832","","5,954","","8,611","","1,288","","19,404","","1,175","","9,363","","0.58","","10,025,996","","3",""
"2020100000","2020年度","20209","長野県 伊那市","","66,125","","26,238","","4,589","","539,720","","720","","45,478","","185,333","","3,275","","3,705","","11,363","","149,371","","58,465","","7,475","","11,118","","8,248","","11,442","","2,450","","22,047","","6,273","","12,958","","0.49","","19,761,006","","4",""
"2020100000","2020年度","20210","長野県 駒ヶ根市","","32,202","","12,956","","5,356","","314,030","","0","","35,512","","156,947","","197","","1,258","","3,845","","66,769","","9,586","","3,516","","3,456","","5,696","","5,950","","2,853","","12,255","","1,800","","4,387","","0.60","","8,383,821","","3",""
"2020100000","2020年度","20211","長野県 中野市","","42,338","","15,799","","28,511","","310,185","","X","","24,437","","109,802","","X","","754","","5,402","","103,268","","14,512","","3,485","","9,787","","2,905","","6,963","","1,027","","19,645","","2,637","","5,114","","0.54","","11,970,184","","2",""
"2020100000","2020年度","20212","長野県 大町市","","26,029","","10,739","","1,489","","221,449","","0","","28,661","","109,306","","12,464","","272","","4,401","","37,528","","6,544","","1,904","","1,380","","4,248","","4,443","","800","","5,148","","1,451","","2,900","","0.45","","10,303,536","","1",""
"2020100000","2020年度","20213","長野県 飯山市","","19,539","","7,251","","3,871","","184,392","","X","","18,560","","96,583","","X","","250","","2,426","","39,311","","6,062","","435","","1,006","","3,751","","3,061","","113","","9,550","","1,005","","1,403","","0.36","","8,281,841","","1",""
"2020100000","2020年度","20214","長野県 茅野市","","56,400","","23,848","","430","","428,572","","0","","32,612","","234,570","","340","","593","","4,661","","84,901","","10,349","","6,927","","2,886","","17,281","","11,781","","4,132","","9,074","","3,299","","5,169","","0.59","","15,323,579","","1",""
"2020100000","2020年度","20215","長野県 塩尻市","","67,241","","27,997","","1,788","","1,042,053","","X","","36,957","","705,778","","X","","2,980","","24,354","","187,155","","10,015","","7,514","","1,726","","8,107","","11,594","","3,157","","23,608","","1,785","","13,447","","0.64","","16,070,639","","5",""
"2020100000","2020年度","20217","長野県 佐久市","","98,199","","39,924","","5,289","","724,554","","X","","68,694","","226,985","","X","","4,175","","28,675","","223,099","","35,665","","11,924","","8,452","","13,242","","22,075","","5,070","","56,743","","5,086","","11,707","","0.51","","26,204,514","","7",""
"2020100000","2020年度","20218","長野県 千曲市","","58,852","","22,023","","2,317","","415,864","","X","","25,362","","190,206","","X","","484","","14,747","","123,438","","11,882","","2,957","","2,047","","6,160","","10,104","","938","","21,084","","1,266","","5,066","","0.53","","14,853,097","","4",""
"2020100000","2020年度","20219","長野県 東御市","","30,122","","11,260","","3,190","","229,011","","0","","16,635","","101,368","","536","","170","","18,417","","67,225","","1,766","","2,417","","2,097","","2,208","","3,261","","425","","6,141","","1,309","","5,035","","0.50","","8,745,146","","2",""
"2020100000","2020年度","20220","長野県 安曇野市","","94,222","","36,491","","5,080","","839,530","","X","","38,739","","403,578","","X","","1,093","","19,954","","242,205","","14,024","","6,193","","4,828","","31,139","","17,558","","1,336","","41,310","","5,174","","11,595","","0.55","","23,490,372","","5",""
"2020100000","2020年度","20303","長野県 小海町","","4,353","","1,788","","637","","27,406","","0","","10,049","","1,772","","X","","X","","419","","8,602","","X","","119","","55","","1,069","","824","","4","","2,738","","306","","1,000","","0.27","","2,495,919","","1",""
"2020100000","2020年度","20304","長野県 川上村","","4,344","","1,257","","1,337","","12,341","","X","","1,709","","219","","-","","-","","1,553","","6,157","","X","","X","","X","","449","","403","","10","","222","","1,244","","184","","0.26","","2,837,709","","0",""
"2020100000","2020年度","20305","長野県 南牧村","","3,242","","1,075","","2,064","","21,536","","0","","1,268","","10,532","","X","","-","","1,368","","4,460","","-","","X","","392","","1,569","","79","","167","","687","","424","","41","","0.32","","2,364,162","","0",""
"2020100000","2020年度","20306","長野県 南相木村","","962","","406","","0","","1,359","","X","","712","","X","","-","","-","","X","","158","","-","","X","","X","","45","","66","","-","","X","","X","","59","","0.81","","1,071,676","","0",""
"2020100000","2020年度","20307","長野県 北相木村","","752","","342","","X","","X","","0","","484","","35","","-","","-","","-","","113","","-","","0","","0","","X","","X","","-","","X","","X","","19","","0.17","","893,690","","0",""
"2020100000","2020年度","20309","長野県 佐久穂町","","10,218","","3,922","","1,314","","31,955","","26","","7,061","","9,184","","X","","X","","37","","10,280","","X","","752","","117","","493","","245","","220","","1,933","","532","","321","","0.24","","5,324,888","","1",""
"2020100000","2020年度","20321","長野県 軽井沢町","","19,188","","8,586","","1,040","","177,256","","0","","22,255","","2,914","","-","","521","","2,542","","74,652","","1,730","","19,298","","1,125","","37,508","","5,566","","1,082","","3,707","","522","","3,835","","1.65","","9,415,540","","1",""
"2020100000","2020年度","20323","長野県 御代田町","","15,555","","6,711","","1,291","","210,341","","0","","6,570","","164,384","","X","","314","","1,579","","23,711","","667","","386","","300","","3,244","","957","","112","","7,106","","X","","630","","0.65","","3,630,660","","1",""
"2020100000","2020年度","20324","長野県 立科町","","6,612","","2,606","","549","","33,507","","0","","6,632","","9,371","","X","","X","","1,036","","7,836","","324","","374","","644","","4,144","","411","","39","","1,560","","429","","507","","0.36","","2,770,246","","0",""
"2020100000","2020年度","20349","長野県 青木村","","4,121","","1,553","","388","","12,409","","0","","778","","6,645","","-","","-","","1,605","","2,117","","X","","43","","93","","147","","35","","34","","744","","X","","114","","0.24","","2,002,450","","0",""
"2020100000","2020年度","20350","長野県 長和町","","5,600","","2,318","","858","","16,317","","0","","3,293","","5,739","","X","","X","","1,016","","2,920","","12","","189","","21","","742","","256","","X","","765","","794","","538","","0.23","","3,680,607","","1",""
"2020100000","2020年度","20361","長野県 下諏訪町","","19,155","","7,847","","0","","113,622","","X","","9,175","","39,780","","X","","717","","470","","39,598","","2,608","","2,914","","1,358","","2,499","","1,580","","504","","8,920","","X","","2,618","","0.59","","4,478,760","","3",""
"2020100000","2020年度","20362","長野県 富士見町","","14,084","","5,610","","1,730","","96,805","","X","","5,991","","58,037","","-","","114","","908","","16,472","","X","","119","","388","","1,176","","1,434","","407","","8,339","","759","","1,679","","0.55","","4,832,217","","1",""
"2020100000","2020年度","20363","長野県 原村","","7,680","","2,895","","786","","29,388","","0","","4,606","","15,780","","-","","X","","940","","3,088","","X","","830","","171","","706","","133","","29","","1,610","","319","","810","","0.40","","2,741,025","","0",""
"2020100000","2020年度","20382","長野県 辰野町","","18,555","","7,258","","368","","154,856","","X","","8,479","","99,876","","X","","122","","1,266","","27,498","","2,286","","304","","1,003","","1,014","","1,545","","1,070","","3,852","","689","","4,580","","0.50","","5,483,197","","1",""
"2020100000","2020年度","20383","長野県 箕輪町","","24,989","","9,504","","1,236","","224,416","","0","","9,596","","146,316","","X","","X","","8,442","","38,495","","4,086","","394","","1,013","","1,706","","4,396","","156","","6,597","","704","","2,453","","0.62","","5,957,008","","1",""
"2020100000","2020年度","20384","長野県 飯島町","","9,004","","3,391","","667","","69,217","","X","","4,276","","37,594","","X","","53","","1,297","","20,505","","X","","410","","283","","418","","94","","47","","1,855","","425","","1,368","","0.41","","3,268,984","","0",""
"2020100000","2020年度","20385","長野県 南箕輪村","","15,797","","6,445","","654","","172,483","","0","","5,088","","90,776","","X","","718","","14,026","","42,213","","2,740","","1,215","","607","","1,453","","3,918","","2,053","","3,419","","X","","3,837","","0.59","","4,086,325","","1",""
"2020100000","2020年度","20386","長野県 中川村","","4,651","","1,614","","1,377","","11,476","","X","","3,160","","4,198","","X","","X","","23","","2,177","","X","","X","","27","","299","","46","","X","","740","","283","","119","","0.23","","2,521,047","","0",""
"2020100000","2020年度","20388","長野県 宮田村","","8,569","","3,279","","1,025","","73,055","","0","","2,355","","47,731","","141","","X","","1,400","","14,806","","454","","305","","602","","412","","355","","28","","2,595","","X","","1,384","","0.51","","2,589,700","","0",""
"2020100000","2020年度","20402","長野県 松川町","","12,530","","4,428","","1,121","","73,497","","0","","5,992","","40,074","","207","","X","","2,444","","14,740","","X","","432","","204","","555","","324","","56","","4,731","","607","","1,962","","0.41","","4,209,666","","1",""
"2020100000","2020年度","20403","長野県 高森町","","12,811","","4,453","","336","","87,068","","0","","13,833","","30,129","","78","","16","","1,575","","26,405","","2,555","","2,026","","395","","615","","2,658","","265","","5,182","","644","","693","","0.42","","3,836,842","","1",""
"2020100000","2020年度","20404","長野県 阿南町","","4,299","","1,611","","302","","18,264","","119","","2,122","","5,062","","-","","-","","-","","5,623","","X","","X","","28","","215","","134","","11","","3,735","","462","","450","","0.19","","2,683,270","","1",""
"2020100000","2020年度","20407","長野県 阿智村","","6,068","","2,152","","327","","39,865","","0","","3,803","","18,324","","-","","X","","878","","5,442","","X","","36","","310","","4,826","","584","","37","","2,186","","612","","2,399","","0.24","","3,527,776","","0",""
"2020100000","2020年度","20409","長野県 平谷村","","387","","196","","X","","X","","0","","111","","0","","-","","-","","X","","94","","-","","0","","0","","64","","427","","-","","X","","X","","30","","0.17","","623,683","","0",""
"2020100000","2020年度","20410","長野県 根羽村","","852","","383","","187","","2,252","","0","","551","","872","","-","","X","","X","","404","","-","","X","","X","","X","","4","","X","","274","","X","","30","","0.11","","1,176,811","","0",""
"2020100000","2020年度","20411","長野県 下條村","","3,545","","1,160","","370","","17,398","","X","","1,188","","11,110","","14","","X","","X","","2,534","","-","","136","","35","","508","","266","","15","","910","","399","","147","","0.26","","1,652,523","","0",""
"2020100000","2020年度","20412","長野県 売木村","","548","","279","","32","","985","","0","","X","","451","","-","","X","","-","","116","","-","","X","","X","","222","","X","","X","","X","","X","","5","","0.12","","734,174","","0",""
"2020100000","2020年度","20413","長野県 天龍村","","1,178","","563","","77","","9,003","","X","","1,278","","X","","X","","-","","X","","227","","X","","X","","0","","98","","11","","X","","420","","55","","60","","0.16","","1,611,963","","0",""
"2020100000","2020年度","20414","長野県 泰阜村","","1,542","","595","","145","","3,196","","X","","432","","1,700","","-","","-","","X","","335","","X","","0","","0","","34","","20","","X","","505","","X","","24","","0.17","","1,388,046","","0",""
"2020100000","2020年度","20415","長野県 喬木村","","5,973","","2,036","","356","","19,170","","0","","2,120","","7,355","","X","","X","","X","","5,730","","X","","42","","53","","234","","196","","366","","1,398","","1,013","","218","","0.26","","2,582,387","","0",""
"2020100000","2020年度","20416","長野県 豊丘村","","6,426","","2,122","","572","","35,481","","0","","3,151","","21,744","","X","","X","","503","","5,516","","X","","721","","193","","214","","42","","19","","1,581","","536","","766","","0.30","","2,727,588","","0",""
"2020100000","2020年度","20417","長野県 大鹿村","","1,023","","532","","X","","X","","X","","3,040","","424","","-","","-","","X","","312","","-","","0","","X","","112","","X","","X","","X","","X","","45","","0.16","","1,527,174","","0",""
"2020100000","2020年度","20422","長野県 上松町","","4,131","","1,785","","903","","79,870","","X","","3,891","","15,705","","X","","-","","1,015","","5,661","","X","","343","","87","","373","","295","","6","","1,308","","59","","164","","0.25","","2,527,981","","0",""
